DSSS_TIME (Time)," DSSS_TAU (Shear_Stress, kPa)"," DSSS_SIGV (Normal_Stress, kPa)"," DSSS_YHV (Shear_Strain, %)"," DSSS_EPSV (Vertical_Strain, %)"
986.781,-5.4,1,1.416,0.003
986.88,-5.7,1,1.019,0
986.98,-6.2,1.2,0.625,0
987.08,-6.8,1.4,0.26,0.003
987.179,-7.2,1.7,-0.063,0
987.279,-7.6,1.9,-0.351,0.003
987.379,-7.7,2.2,-0.622,0.003
987.478,-7.7,2.5,-0.899,0
987.578,-8,2.8,-1.156,0
987.678,-8.8,3.1,-1.36,0
987.778,-9.2,3.3,-1.472,0
987.877,-9.5,3.4,-1.532,0
987.977,-9.4,3.3,-1.553,0
988.077,-9.3,3.3,-1.567,0
988.176,-9.1,3.3,-1.567,0
988.276,-8.9,3.2,-1.567,0
988.376,-8.6,3.2,-1.563,0.003
988.475,-8.3,3.2,-1.563,0.014
988.575,-7.9,3.2,-1.556,0
988.675,-7.6,3.2,-1.546,-0.003
988.774,-7.1,3.2,-1.542,-0.003
988.874,-6.8,3.1,-1.532,0
988.974,-6.3,3,-1.518,0
989.073,-5.9,3,-1.504,0
989.173,-5.4,2.9,-1.486,0
989.273,-4.9,2.8,-1.465,0
989.372,-4.4,2.8,-1.44,0
989.472,-4,2.6,-1.409,0.014
989.572,-3.6,2.5,-1.377,-0.003
989.671,-3,2.4,-1.338,-0.003
989.771,-2.5,2.2,-1.296,0
989.871,-2.1,2.1,-1.254,0
989.97,-1.6,2,-1.201,0.003
990.07,-1.1,1.9,-1.145,0.003
990.17,-0.7,1.8,-1.086,0
990.269,-0.1,1.7,-1.015,0
990.369,0.2,1.6,-0.938,-0.003
990.469,0.5,1.5,-0.85,0.014
990.568,0.7,1.3,-0.745,0
990.668,1.1,1.2,-0.611,0
990.768,1.4,1,-0.446,-0.003
990.867,2.1,1,-0.204,0
990.967,2.6,0.7,0.116,0
991.067,3,0.7,0.481,0.003
991.166,3.3,0.7,0.871,0
991.266,3.8,0.9,1.293,0
991.366,3.9,1.1,1.732,0
991.465,4.3,1.3,2.199,0.017
991.565,4.9,1.7,2.663,0
991.665,5.5,2.1,3.099,0
991.765,6.3,2.6,3.485,0
991.864,6.9,3.1,3.822,0
991.964,7.2,3.6,4.121,0
992.064,7.3,4.2,4.419,0.003
992.163,7.9,4.8,4.701,0
992.263,8.7,5.4,4.908,0
992.363,9.1,5.5,5.02,0
992.462,9.4,5.9,5.094,0
992.562,9.4,5.9,5.136,-0.003
992.662,9.5,5.9,5.171,0
992.761,9.4,5.9,5.192,-0.003
992.861,9.4,5.9,5.203,-0.003
992.961,9.1,5.9,5.213,-0.003
993.06,9.1,5.8,5.217,-0.003
993.16,8.9,5.8,5.217,-0.003
993.26,8.6,5.7,5.213,-0.003
993.359,8.4,5.8,5.213,-0.003
993.459,8.1,5.6,5.21,-0.003
993.559,7.9,5.6,5.206,0
993.658,7.5,5.5,5.199,-0.007
993.758,7.1,5.4,5.192,-0.003
993.858,6.7,5.3,5.178,-0.003
993.957,6.3,5.3,5.175,-0.007
994.057,5.8,5.2,5.161,-0.003
994.157,5.5,4.9,5.14,0
994.256,4.9,4.9,5.119,-0.007
994.356,4.5,4.8,5.098,-0.003
994.456,4,4.6,5.069,-0.003
994.555,3.5,4.5,5.045,0.003
994.655,3,4.3,5.013,-0.007
994.755,2.6,4.1,4.982,0
994.854,2,3.9,4.943,-0.003
994.954,1.5,3.7,4.904,-0.007
995.054,1.1,3.5,4.862,0
995.153,0.5,3.4,4.813,-0.003
995.253,0.1,3.3,4.767,-0.003
995.353,-0.4,3.1,4.704,-0.003
995.452,-0.8,2.9,4.644,0
995.552,-1.3,2.7,4.574,0.014
995.652,-1.7,2.6,4.497,-0.003
995.751,-2.1,2.3,4.398,0.003
995.851,-2.4,2.1,4.282,0
995.951,-3,1.8,4.121,0
996.051,-3.3,1.6,3.889,0
996.15,-3.9,1.3,3.622,0
996.25,-4.2,1.1,3.352,0
996.35,-4.4,1,3.042,0
996.449,-4.7,0.9,2.712,0.003
996.549,-5,0.8,2.361,0.01
996.649,-5.4,0.8,2.002,0
996.748,-5.4,0.7,1.627,0
996.848,-5.6,1,1.233,0
996.948,-5.9,1.1,0.822,0
997.047,-6.5,1.2,0.439,0.003
997.147,-6.9,1.5,0.084,0.003
997.247,-7.5,1.7,-0.225,0.003
997.346,-7.7,2,-0.509,0
997.446,-7.6,2.3,-0.783,0
997.546,-7.8,2.7,-1.064,0.017
997.645,-8.4,3.1,-1.296,-0.003
997.745,-9,3.2,-1.447,0.003
997.845,-9.4,3.3,-1.535,0
997.944,-9.5,3.3,-1.567,0
998.044,-9.3,3.4,-1.584,0
998.144,-9.3,3.3,-1.584,-0.003
998.243,-8.9,3.3,-1.584,0
998.343,-8.7,3.2,-1.588,0
998.443,-8.4,3.2,-1.584,0
998.542,-8.1,3.1,-1.577,-0.003
998.642,-7.7,3.2,-1.567,0
998.742,-7.3,3.1,-1.56,0
998.841,-6.9,3.1,-1.553,0
998.941,-6.5,3.1,-1.539,0
999.041,-6,3,-1.528,-0.003
999.14,-5.5,2.8,-1.507,0
999.24,-5.1,2.8,-1.486,-0.003
999.34,-4.6,2.7,-1.461,0
999.439,-4.2,2.6,-1.437,-0.003
999.539,-3.6,2.4,-1.405,0.003
999.639,-3.2,2.3,-1.367,0
999.738,-2.7,2.2,-1.328,0
999.838,-2.2,2.1,-1.282,0
999.938,-1.8,2,-1.233,0
1000.04,-1.2,1.8,-1.177,0
1000.14,-0.7,1.8,-1.117,0
1000.24,-0.4,1.7,-1.054,0
1000.34,0,1.5,-0.984,0
1000.44,0.4,1.4,-0.892,0
1000.54,0.6,1.4,-0.797,0
1000.64,0.9,1.2,-0.671,0.017
1000.74,1.3,1.1,-0.523,0.003
1000.83,1.8,1,-0.306,0
1000.93,2.3,0.8,-0.007,0.003
1001.03,2.8,0.7,0.351,0
1001.13,3.1,0.7,0.731,0
1001.23,3.5,0.8,1.152,-0.003
1001.33,3.8,0.9,1.581,0.003
1001.43,4.1,1.2,2.048,-0.003
1001.53,4.6,1.5,2.519,0
1001.63,5.2,1.9,2.972,0.014
1001.73,5.9,2.4,3.387,0
1001.83,6.7,2.9,3.748,0
1001.93,7,3.4,4.065,0
1002.03,7.3,4,4.363,0
1002.13,7.6,4.6,4.658,0
1002.23,8.5,5.3,4.904,0
1002.33,9.1,5.5,5.045,-0.003
1002.43,9.4,5.8,5.14,0
1002.53,9.4,5.9,5.189,-0.003
1002.63,9.6,5.9,5.228,0.01
1002.73,9.5,5.9,5.252,-0.003
1002.83,9.4,5.9,5.27,-0.003
1002.93,9.3,5.9,5.28,-0.007
1003.03,9.2,5.9,5.284,-0.003
1003.13,9,5.8,5.287,-0.003
1003.23,8.8,5.8,5.287,-0.003
1003.33,8.5,5.8,5.287,-0.007
1003.43,8.2,5.6,5.28,-0.003
1003.53,8,5.6,5.277,-0.007
1003.63,7.6,5.6,5.27,0.003
1003.73,7.3,5.5,5.263,-0.003
1003.83,6.8,5.4,5.252,-0.003
1003.92,6.4,5.3,5.242,-0.007
1004.02,5.9,5.3,5.231,-0.003
1004.12,5.5,5.1,5.21,-0.003
1004.22,5,4.9,5.196,-0.007
1004.32,4.6,4.8,5.175,-0.003
1004.42,4.2,4.6,5.15,-0.007
1004.52,3.7,4.5,5.126,-0.007
1004.62,3.2,4.4,5.094,-0.007
1004.72,2.8,4.2,5.059,-0.003
1004.82,2.3,4,5.024,-0.003
1004.92,1.8,3.8,4.985,-0.003
1005.02,1.3,3.5,4.943,-0.003
1005.12,0.8,3.4,4.897,-0.003
1005.22,0.2,3.2,4.845,-0.003
1005.32,-0.2,3.2,4.788,-0.003
1005.42,-0.7,2.9,4.736,-0.003
1005.52,-1.1,2.7,4.662,0
1005.62,-1.6,2.5,4.585,-0.003
1005.72,-2,2.3,4.493,0
1005.82,-2.3,2.2,4.384,-0.003
1005.92,-2.7,2,4.24,0
1006.02,-3.2,1.6,4.03,0
1006.12,-3.6,1.4,3.766,0
1006.22,-4.1,1.1,3.492,0
1006.32,-4.3,1.1,3.186,0.003
1006.42,-4.5,0.9,2.86,0
1006.52,-4.8,0.7,2.508,0
1006.62,-5.1,0.7,2.143,-0.003
1006.72,-5.3,0.8,1.764,0.014
1006.82,-5.5,0.7,1.374,0
1006.92,-5.9,1,0.966,0
1007.01,-6.3,1,0.573,0.003
1007.11,-6.8,1.3,0.211,0
1007.21,-7.2,1.6,-0.116,0
1007.31,-7.6,1.8,-0.411,0
1007.41,-7.7,2.3,-0.682,0
1007.51,-7.6,2.5,-0.959,0
1007.61,-8.1,2.9,-1.216,0
1007.71,-8.9,3.1,-1.409,0.014
1007.81,-9.2,3.2,-1.514,-0.003
1007.91,-9.4,3.3,-1.56,-0.003
1008.01,-9.3,3.2,-1.584,0
1008.11,-9.3,3.3,-1.588,-0.003
1008.21,-9,3.2,-1.591,0
1008.31,-8.7,3.2,-1.591,0
1008.41,-8.4,3.2,-1.591,-0.003
1008.51,-8.1,3.1,-1.588,0
1008.61,-7.7,3.1,-1.581,0
1008.71,-7.3,3.1,-1.574,0.01
1008.81,-7,3.1,-1.563,0
1008.91,-6.6,3,-1.553,0
1009.01,-6.1,2.9,-1.539,0
1009.11,-5.7,2.9,-1.521,0
1009.21,-5.2,2.8,-1.504,-0.003
1009.31,-4.8,2.7,-1.479,0
1009.41,-4.4,2.5,-1.458,-0.003
1009.51,-3.8,2.5,-1.426,-0.003
1009.61,-3.4,2.4,-1.391,0
1009.71,-2.8,2.2,-1.346,0.014
1009.81,-2.4,2.1,-1.307,0
1009.91,-1.9,2,-1.258,-0.003
1010.01,-1.4,1.9,-1.205,0
1010.1,-1,1.7,-1.149,0
1010.2,-0.6,1.7,-1.086,0
1010.3,-0.1,1.5,-1.015,0.003
1010.4,0.2,1.3,-0.934,0
1010.5,0.6,1.3,-0.836,0.003
1010.6,0.8,1.2,-0.724,0
1010.7,1.1,1.1,-0.576,0.003
1010.8,1.6,1,-0.39,0
1010.9,2.3,0.8,-0.105,0
1011,2.7,0.7,0.232,0
1011.1,3.1,0.8,0.615,0
1011.2,3.5,0.7,1.015,0
1011.3,3.8,0.9,1.447,0.003
1011.4,3.9,1,1.894,0
1011.5,4.4,1.4,2.371,0
1011.6,5,1.6,2.835,0
1011.7,5.7,2.3,3.274,0
1011.8,6.4,2.6,3.657,0.01
1011.9,6.8,3.1,3.984,0
1012,7,3.6,4.29,0.003
1012.1,7.3,4.3,4.595,0
1012.2,8.1,5,4.873,0
1012.3,8.7,5.3,5.055,0
1012.4,9.2,5.6,5.168,-0.003
1012.5,9.4,5.7,5.235,-0.003
1012.6,9.5,5.9,5.28,0
1012.7,9.4,5.8,5.312,-0.003
1012.8,9.4,5.9,5.329,0.007
1012.9,9.3,5.9,5.347,-0.003
1013,9.2,5.8,5.35,-0.003
1013.09,9,5.8,5.35,-0.003
1013.19,8.8,5.7,5.354,-0.007
1013.29,8.6,5.8,5.354,-0.007
1013.39,8.4,5.6,5.35,-0.003
1013.49,8,5.6,5.35,-0.003
1013.59,7.8,5.5,5.34,-0.007
1013.69,7.4,5.4,5.329,-0.003
1013.79,7,5.5,5.322,0.007
1013.89,6.6,5.3,5.315,-0.003
1013.99,6.2,5.3,5.301,-0.003
1014.09,5.5,5.1,5.287,-0.003
1014.19,5.3,5,5.266,-0.003
1014.29,4.8,4.8,5.245,-0.003
1014.39,4.3,4.7,5.22,-0.003
1014.49,3.8,4.6,5.192,-0.003
1014.59,3.3,4.3,5.168,-0.003
1014.69,2.9,4.2,5.136,-0.003
1014.79,2.3,4.1,5.098,0.007
1014.89,2,3.7,5.062,-0.003
1014.99,1.4,3.6,5.017,-0.003
1015.09,0.8,3.5,4.975,0
1015.19,0.4,3.4,4.925,-0.003
1015.29,-0.1,3.1,4.876,-0.003
1015.39,-0.5,3,4.816,-0.007
1015.49,-1,2.8,4.753,-0.003
1015.59,-1.4,2.6,4.676,-0.003
1015.69,-1.8,2.4,4.595,-0.003
1015.79,-2.2,2.2,4.486,0
1015.89,-2.5,2,4.36,0
1015.99,-3,1.7,4.177,-0.003
1016.09,-3.5,1.4,3.928,0
1016.18,-3.9,1.2,3.647,0
1016.28,-4.2,1,3.359,0
1016.38,-4.5,0.8,3.035,-0.003
1016.48,-4.7,0.7,2.695,0
1016.58,-5,0.7,2.329,0
1016.68,-5.4,0.7,1.957,0
1016.78,-5.4,0.7,1.56,0
1016.88,-5.7,0.8,1.159,0
1016.98,-6,1,0.752,0
1017.08,-6.6,1.2,0.369,0
1017.18,-7,1.4,0.021,0
1017.28,-7.5,1.7,-0.292,0.003
1017.38,-7.7,1.9,-0.569,-0.003
1017.48,-7.6,2.3,-0.847,0
1017.58,-7.8,2.7,-1.124,0
1017.68,-8.6,3,-1.349,-0.003
1017.78,-9.1,3.1,-1.486,0
1017.88,-9.4,3.2,-1.563,0.003
1017.98,-9.5,3.2,-1.595,-0.003
1018.08,-9.3,3.3,-1.602,-0.003
1018.18,-9.1,3.2,-1.602,0
1018.28,-8.9,3.2,-1.605,-0.003
1018.38,-8.7,3.1,-1.598,-0.003
1018.48,-8.1,3.2,-1.598,-0.003
1018.58,-7.9,3.2,-1.591,0
1018.68,-7.5,3,-1.588,-0.003
1018.78,-7.2,3.1,-1.581,-0.003
1018.88,-6.7,3,-1.57,0.014
1018.98,-6.3,2.9,-1.556,0
1019.08,-5.8,2.8,-1.539,-0.003
1019.18,-5.4,2.7,-1.518,-0.003
1019.27,-4.8,2.6,-1.5,-0.003
1019.37,-4.5,2.6,-1.479,0
1019.47,-4,2.6,-1.447,-0.003
1019.57,-3.6,2.3,-1.416,-0.003
1019.67,-3.1,2.3,-1.37,0
1019.77,-2.5,2.1,-1.338,-0.003
1019.87,-2,2,-1.286,0.017
1019.97,-1.6,1.9,-1.237,-0.003
1020.07,-1.2,1.7,-1.177,0
1020.17,-0.7,1.6,-1.114,0
1020.27,-0.2,1.6,-1.047,0
1020.37,0.2,1.4,-0.973,0
1020.47,0.5,1.2,-0.882,0
1020.57,0.7,1.2,-0.769,0
1020.67,1,1,-0.639,0
1020.77,1.4,0.9,-0.464,0
1020.87,2.1,0.8,-0.218,0.01
1020.97,2.6,0.7,0.109,-0.003
1021.07,2.9,0.6,0.488,0
1021.17,3.2,0.7,0.885,0.003
1021.27,3.6,0.7,1.317,0
1021.37,3.8,0.9,1.757,0
1021.47,4.2,1.2,2.241,0
1021.57,4.7,1.5,2.712,0
1021.67,5.3,1.9,3.169,0
1021.77,6.2,2.5,3.576,-0.003
1021.87,6.7,3,3.938,-0.003
1021.97,7,3.5,4.237,-0.003
1022.07,7.3,4.1,4.553,0
1022.17,7.8,4.6,4.841,0
1022.27,8.6,5.3,5.062,0
1022.36,9.1,5.5,5.196,-0.003
1022.46,9.2,5.7,5.277,-0.003
1022.56,9.4,5.8,5.333,0
1022.66,9.4,5.9,5.368,-0.003
1022.76,9.4,5.9,5.393,-0.003
1022.86,9.4,5.9,5.414,-0.003
1022.96,9.4,5.9,5.424,-0.007
1023.06,9,5.8,5.424,-0.007
1023.16,8.9,5.8,5.428,-0.007
1023.26,8.6,5.8,5.428,-0.003
1023.36,8.4,5.6,5.428,-0.003
1023.46,8.1,5.6,5.424,-0.007
1023.56,7.9,5.6,5.421,-0.007
1023.66,7.5,5.6,5.414,-0.007
1023.76,7,5.4,5.403,-0.007
1023.86,6.7,5.4,5.396,-0.01
1023.96,6.3,5.3,5.382,0.007
1024.06,5.8,5.2,5.368,-0.007
1024.16,5.4,5,5.354,-0.007
1024.26,4.9,4.8,5.329,-0.003
1024.36,4.5,4.8,5.308,-0.003
1024.46,4,4.6,5.28,-0.003
1024.56,3.6,4.4,5.252,-0.003
1024.66,3.1,4.1,5.22,-0.003
1024.76,2.6,4.1,5.185,-0.003
1024.86,2,3.9,5.15,-0.007
1024.96,1.6,3.7,5.105,0.01
1025.06,1.1,3.6,5.062,-0.003
1025.16,0.5,3.3,5.01,-0.007
1025.26,0.1,3.2,4.964,-0.007
1025.35,-0.4,3,4.901,-0.007
1025.45,-0.8,2.8,4.841,0
1025.55,-1.3,2.7,4.771,-0.003
1025.65,-1.6,2.5,4.69,-0.003
1025.75,-2.2,2.2,4.592,-0.003
1025.85,-2.4,2,4.476,-0.003
1025.95,-2.9,1.8,4.311,0.01
1026.05,-3.3,1.5,4.082,0
1026.15,-3.8,1.2,3.812,-0.003
1026.25,-4.2,1,3.524,0
1026.35,-4.4,0.9,3.211,0
1026.45,-4.6,0.7,2.874,-0.003
1026.55,-4.9,0.7,2.512,0
1026.65,-5.2,0.6,2.136,0
1026.75,-5.4,0.7,1.75,0
1026.85,-5.6,0.7,1.346,0
1026.95,-5.9,0.9,0.924,0.01
1027.05,-6.3,1,0.523,0.003
1027.15,-6.9,1.3,0.148,-0.003
1027.25,-7.2,1.7,-0.179,0
1027.35,-7.6,1.9,-0.478,0
1027.45,-7.6,2.2,-0.752,0
1027.55,-7.8,2.5,-1.036,0
1027.65,-8.4,2.8,-1.286,0
1027.75,-8.9,3.1,-1.458,0
1027.85,-9.3,3.2,-1.549,0
1027.95,-9.4,3.2,-1.591,-0.003
1028.05,-9.3,3.2,-1.613,0
1028.15,-9.1,3.2,-1.616,0
1028.25,-8.9,3.2,-1.616,0
1028.35,-8.6,3.1,-1.616,-0.003
1028.44,-8.4,3.1,-1.616,0
1028.54,-8.1,3.1,-1.609,0
1028.64,-7.7,3.1,-1.602,0.003
1028.74,-7.3,2.9,-1.595,0
1028.84,-6.8,3,-1.584,-0.003
1028.94,-6.4,2.9,-1.577,-0.003
1029.04,-6,2.8,-1.56,0.003
1029.14,-5.5,2.8,-1.539,-0.003
1029.24,-5.1,2.7,-1.518,0
1029.34,-4.6,2.5,-1.493,0
1029.44,-4.2,2.5,-1.468,-0.003
1029.54,-3.6,2.4,-1.433,0
1029.64,-3.3,2.2,-1.398,0
1029.74,-2.7,2.2,-1.356,0
1029.84,-2.2,1.9,-1.31,0
1029.94,-1.7,1.9,-1.265,0
1030.04,-1.2,1.7,-1.209,0.014
1030.14,-0.8,1.7,-1.149,0
1030.24,-0.4,1.6,-1.086,0
1030.34,0,1.4,-1.012,0
1030.44,0.4,1.3,-0.92,-0.003
1030.54,0.6,1.2,-0.822,0
1030.64,1,1.1,-0.696,0
1030.74,1.2,1,-0.541,0
1030.84,1.9,0.8,-0.32,0.003
1030.94,2.4,0.7,0,0
1031.04,2.9,0.6,0.351,0.017
1031.14,3.1,0.6,0.741,0
1031.24,3.5,0.7,1.159,0
1031.34,3.7,0.8,1.609,0
1031.44,3.9,1.1,2.083,0.003
1031.53,4.5,1.3,2.572,0
1031.63,5.1,1.7,3.042,0
1031.73,5.8,2.2,3.481,0
1031.83,6.5,2.8,3.857,0
1031.93,7,3.3,4.188,-0.003
1032.03,7.1,3.8,4.507,0.014
1032.13,7.6,4.5,4.809,-0.003
1032.23,8.5,5,5.052,-0.003
1032.33,9,5.3,5.189,-0.003
1032.43,9.3,5.5,5.284,-0.003
1032.53,9.4,5.5,5.333,0
1032.63,9.5,5.7,5.375,0
1032.73,9.5,5.7,5.403,-0.007
1032.83,9.4,5.7,5.414,-0.003
1032.93,9.2,5.6,5.424,-0.003
1033.03,9.2,5.6,5.431,-0.003
1033.13,8.9,5.6,5.431,-0.007
1033.23,8.9,5.5,5.431,-0.007
1033.33,8.5,5.5,5.428,-0.003
1033.43,8.2,5.4,5.428,-0.007
1033.53,8,5.5,5.424,-0.007
1033.63,7.6,5.3,5.414,-0.007
1033.73,7.3,5.3,5.407,-0.003
1033.83,6.8,5.3,5.396,-0.007
1033.93,6.4,5.1,5.386,-0.007
1034.03,5.9,5,5.372,-0.007
1034.13,5.5,4.8,5.357,-0.003
1034.23,5,4.8,5.34,-0.007
1034.33,4.6,4.6,5.319,-0.007
1034.43,4.1,4.5,5.294,-0.007
1034.53,3.7,4.3,5.263,-0.003
1034.62,3.2,4.2,5.235,-0.003
1034.72,2.7,4,5.203,-0.003
1034.82,2.2,3.8,5.168,-0.007
1034.92,1.7,3.7,5.129,-0.003
1035.02,1.2,3.5,5.083,-0.01
1035.12,0.8,3.4,5.038,0
1035.22,0.2,3.1,4.989,-0.007
1035.32,-0.2,3,4.936,-0.003
1035.42,-0.7,2.8,4.873,-0.01
1035.52,-1.1,2.6,4.802,-0.003
1035.62,-1.5,2.5,4.732,-0.003
1035.72,-2,2.2,4.641,-0.007
1035.82,-2.4,2,4.528,-0.003
1035.92,-2.7,1.8,4.384,-0.003
1036.02,-3.1,1.5,4.177,0
1036.12,-3.6,1.3,3.91,0.014
1036.22,-4,1,3.629,0
1036.32,-4.3,0.8,3.33,0.003
1036.42,-4.5,0.7,2.997,0
1036.52,-4.8,0.6,2.635,0
1036.62,-5.1,0.6,2.266,0.003
1036.72,-5.4,0.6,1.883,0
1036.82,-5.5,0.6,1.483,0
1036.92,-5.7,0.8,1.064,0
1037.02,-6.1,1,0.653,0
1037.12,-6.7,1.2,0.267,0.014
1037.22,-7.1,1.5,-0.081,0
1037.32,-7.5,1.6,-0.39,0.003
1037.42,-7.5,2,-0.667,0
1037.52,-7.7,2.3,-0.952,0
1037.61,-8.1,2.8,-1.219,-0.003
1037.71,-8.7,2.9,-1.426,0
1037.81,-9.2,3.1,-1.542,0
1037.91,-9.4,3.1,-1.595,0
1038.01,-9.4,3.2,-1.616,0
1038.11,-9.3,3.1,-1.623,0.014
1038.21,-9,3.1,-1.63,0
1038.31,-8.7,3.1,-1.623,-0.003
1038.41,-8.5,3,-1.623,0.003
1038.51,-8.1,3,-1.623,0
1038.61,-7.8,3,-1.616,-0.003
1038.71,-7.5,3,-1.609,-0.003
1038.81,-7.1,2.9,-1.602,-0.003
1038.91,-6.6,2.9,-1.588,0
1039.01,-6.1,2.9,-1.574,0
1039.11,-5.7,2.7,-1.56,0.003
1039.21,-5.3,2.6,-1.539,0
1039.31,-4.8,2.4,-1.514,-0.003
1039.41,-4.3,2.5,-1.49,0
1039.51,-3.8,2.2,-1.458,-0.003
1039.61,-3.4,2.1,-1.426,0
1039.71,-2.9,2.1,-1.381,-0.003
1039.81,-2.5,2,-1.342,0
1039.91,-1.9,1.8,-1.286,-0.003
1040.01,-1.4,1.7,-1.237,0
1040.11,-0.9,1.6,-1.173,0
1040.21,-0.5,1.5,-1.117,-0.003
1040.31,-0.1,1.4,-1.043,0
1040.41,0.2,1.3,-0.963,-0.003
1040.51,0.5,1.2,-0.864,0
1040.61,0.9,1,-0.748,0
1040.7,1.2,1,-0.604,0
1040.8,1.7,0.7,-0.4,0.003
1040.9,2.3,0.7,-0.116,0
1041,2.6,0.6,0.228,0
1041.1,3,0.5,0.611,0.003
1041.2,3.4,0.6,1.022,0.017
1041.3,3.6,0.7,1.461,0
1041.4,3.9,0.8,1.936,0.003
1041.5,4.3,1.2,2.424,0
1041.6,4.9,1.5,2.909,0.003
1041.7,5.5,2,3.362,0.003
1041.8,6.3,2.5,3.766,0
1041.9,6.8,3.1,4.114,0
1042,7,3.5,4.423,0
1042.1,7.5,4.1,4.732,0
1042.2,8.2,4.7,4.996,0.014
1042.3,8.8,5.2,5.171,-0.003
1042.4,9.1,5.3,5.28,0
1042.5,9.4,5.5,5.347,-0.003
1042.6,9.4,5.5,5.393,-0.003
1042.7,9.4,5.5,5.421,-0.003
1042.8,9.4,5.6,5.442,-0.003
1042.9,9.3,5.6,5.452,0
1043,9.3,5.6,5.463,-0.007
1043.1,9,5.6,5.463,-0.007
1043.2,8.8,5.6,5.466,0.01
1043.3,8.6,5.4,5.463,-0.007
1043.4,8.4,5.4,5.459,0
1043.5,8.1,5.3,5.456,-0.003
1043.6,7.8,5.4,5.452,-0.003
1043.7,7.3,5.2,5.442,-0.007
1043.79,7,5.1,5.435,-0.007
1043.89,6.6,5,5.428,-0.003
1043.99,6.2,5,5.41,-0.003
1044.09,5.7,4.9,5.4,-0.003
1044.19,5.2,4.8,5.379,0.007
1044.29,4.7,4.7,5.357,-0.003
1044.39,4.4,4.4,5.333,-0.003
1044.49,3.8,4.3,5.308,0
1044.59,3.4,4.2,5.273,0
1044.69,2.9,4,5.242,-0.003
1044.79,2.3,3.7,5.21,-0.003
1044.89,1.9,3.6,5.171,-0.003
1044.99,1.4,3.4,5.126,-0.003
1045.09,0.9,3.3,5.08,-0.003
1045.19,0.5,3.1,5.027,0.003
1045.29,-0.1,3,4.975,-0.003
1045.39,-0.6,2.8,4.915,-0.003
1045.49,-1,2.6,4.855,-0.003
1045.59,-1.4,2.4,4.774,0
1045.69,-1.8,2.2,4.69,0
1045.79,-2.2,1.9,4.585,-0.003
1045.89,-2.6,1.8,4.451,-0.003
1045.99,-3,1.6,4.265,-0.003
1046.09,-3.5,1.3,4.012,0
1046.19,-4,1,3.738,0
1046.29,-4.2,0.8,3.446,0
1046.39,-4.4,0.7,3.12,-0.003
1046.49,-4.6,0.7,2.768,0
1046.59,-5.1,0.6,2.399,-0.003
1046.69,-5.2,0.5,2.024,0
1046.79,-5.4,0.6,1.623,0
1046.88,-5.6,0.7,1.212,0
1046.98,-6,0.9,0.794,0
1047.08,-6.5,1,0.393,0
1047.18,-6.9,1.3,0.028,-0.003
1047.28,-7.4,1.6,-0.299,0.014
1047.38,-7.5,1.8,-0.594,0
1047.48,-7.6,2.2,-0.882,0
1047.58,-7.8,2.6,-1.163,-0.003
1047.68,-8.6,2.9,-1.391,0
1047.78,-9.1,3,-1.535,0
1047.88,-9.5,3.1,-1.605,-0.003
1047.98,-9.5,3.1,-1.634,-0.003
1048.08,-9.3,3.1,-1.648,-0.003
1048.18,-9.1,3.1,-1.644,0
1048.28,-8.9,3.1,-1.651,0.01
1048.38,-8.6,3.1,-1.648,-0.003
1048.48,-8.3,3,-1.644,-0.003
1048.58,-7.8,3,-1.63,-0.003
1048.68,-7.6,2.9,-1.63,-0.003
1048.78,-7.1,2.9,-1.62,-0.003
1048.88,-6.8,2.8,-1.613,0
1048.98,-6.3,2.8,-1.602,-0.003
1049.08,-5.7,2.7,-1.581,0
1049.18,-5.4,2.6,-1.563,0
1049.28,-5,2.5,-1.542,0.014
1049.38,-4.4,2.4,-1.514,-0.003
1049.48,-3.9,2.4,-1.486,-0.003
1049.58,-3.6,2.2,-1.454,0
1049.68,-3.1,2.1,-1.416,-0.003
1049.78,-2.6,2,-1.374,-0.003
1049.87,-2.1,1.9,-1.328,-0.003
1049.97,-1.6,1.8,-1.272,0
1050.07,-1.1,1.6,-1.216,0
1050.17,-0.7,1.5,-1.156,-0.003
1050.27,-0.2,1.4,-1.086,0.01
1050.37,0.1,1.3,-1.012,-0.003
1050.47,0.4,1.3,-0.92,0
1050.57,0.7,1,-0.808,0
1050.67,1.1,0.9,-0.678,0
1050.77,1.4,0.7,-0.506,0
1050.87,2.1,0.7,-0.239,0
1050.97,2.5,0.6,0.084,0.003
1051.07,2.9,0.5,0.467,0
1051.17,3.2,0.5,0.868,0
1051.27,3.5,0.7,1.307,0.003
1051.37,3.8,0.7,1.76,0
1051.47,4.1,1,2.262,0.003
1051.57,4.7,1.3,2.747,-0.003
1051.67,5.5,1.7,3.211,0
1051.77,6.1,2.3,3.619,0
1051.87,6.7,2.8,3.98,0
1051.97,7.1,3.2,4.286,-0.003
1052.07,7.3,3.7,4.588,0
1052.17,7.6,4.3,4.887,-0.003
1052.27,8.4,4.9,5.122,-0.003
1052.37,9,5.2,5.284,-0.003
1052.47,9.1,5.5,5.379,-0.003
1052.57,9.4,5.7,5.452,-0.007
1052.67,9.4,5.6,5.491,-0.003
1052.77,9.4,5.7,5.523,-0.003
1052.87,9.3,5.7,5.544,-0.003
1052.96,9.4,5.8,5.554,-0.007
1053.06,9,5.7,5.561,-0.007
1053.16,8.8,5.6,5.565,-0.003
