DSSS_TIME (Time)," DSSS_TAU (Shear_Stress, kPa)"," DSSS_SIGV (Normal_Stress, kPa)"," DSSS_YHV (Shear_Strain, %)"," DSSS_EPSV (Vertical_Strain, %)"
586.287,-4.8,4.1,1.416,0.003
586.387,-5.4,4,1.18,0.003
586.487,-5.9,4.1,0.973,0.003
586.586,-6.3,4.1,0.769,0.003
586.686,-6.7,4.2,0.583,0.003
586.786,-7.2,4.3,0.4,0
586.885,-7.4,4.5,0.221,0.014
586.985,-7.5,4.7,0.032,0.003
587.085,-7.6,5,-0.169,0.003
587.184,-8,5.3,-0.369,0.007
587.284,-8.5,5.6,-0.534,0.003
587.384,-8.9,5.8,-0.65,0.003
587.483,-9.2,5.9,-0.724,0.003
587.583,-9.5,6,-0.769,0.003
587.683,-9.5,6.1,-0.794,0.003
587.782,-9.5,6.1,-0.808,0.003
587.882,-9.4,6.2,-0.815,0.014
587.982,-9.3,6,-0.822,0
588.081,-9,6.1,-0.822,0.003
588.181,-9,6,-0.822,0
588.281,-8.6,6,-0.815,0.003
588.38,-8.4,6,-0.808,0.003
588.48,-8.1,5.9,-0.808,0.007
588.58,-7.7,6,-0.801,0.003
588.68,-7.3,5.9,-0.794,0.003
588.779,-6.9,5.9,-0.787,0.003
588.879,-6.5,5.8,-0.776,0.007
588.979,-6,5.8,-0.759,0.007
589.078,-5.7,5.6,-0.748,0.007
589.178,-5.2,5.6,-0.727,0
589.278,-4.7,5.5,-0.71,0.003
589.377,-4.3,5.4,-0.685,0.003
589.477,-3.9,5.3,-0.657,0.003
589.577,-3.3,5.2,-0.629,0.003
589.676,-2.7,5,-0.59,0
589.776,-2.3,4.8,-0.552,0.003
589.876,-1.8,4.7,-0.513,0.003
589.975,-1.2,4.7,-0.467,0.003
590.075,-0.9,4.6,-0.418,0.003
590.175,-0.4,4.4,-0.362,0.003
590.274,0.1,4.4,-0.306,0.003
590.374,0.5,4.3,-0.235,0.003
590.474,0.8,4.2,-0.165,0.003
590.573,1.3,4.1,-0.081,0.003
590.673,1.6,4,0.021,0.003
590.773,1.9,4,0.141,0
590.872,2.3,3.9,0.274,0.003
590.972,2.9,4,0.436,0.014
591.072,3.7,4.1,0.657,0
591.171,4.4,4.2,0.896,0.003
591.271,5,4.4,1.124,0
591.371,5.5,4.6,1.338,0.007
591.47,6.1,4.9,1.542,0.003
591.57,6.4,5.2,1.735,0
591.67,6.7,5.6,1.943,0.003
591.769,6.8,6,2.161,0.003
591.869,7.3,6.6,2.399,0
591.969,7.9,7.4,2.596,0.014
592.068,8.6,7.6,2.726,-0.003
592.168,8.9,7.8,2.81,0
592.268,9.3,7.9,2.856,0
592.367,9.3,8,2.895,0
592.467,9.3,8,2.919,0.003
592.567,9.4,8,2.94,0.003
592.667,9.5,8,2.958,0
592.766,9.4,8,2.965,0
592.866,9.3,8,2.972,-0.003
592.966,9.3,8.1,2.972,0.014
593.065,9,8.1,2.976,-0.003
593.165,8.8,7.9,2.979,-0.003
593.265,8.5,8,2.976,0
593.364,8.2,7.9,2.972,-0.003
593.464,8.2,8,2.976,0
593.564,7.7,7.8,2.962,-0.003
593.663,7.5,7.8,2.958,0
593.763,6.9,7.7,2.951,-0.003
593.863,6.7,7.7,2.94,0
593.962,6.1,7.6,2.93,0
594.062,5.7,7.4,2.916,0
594.162,5.3,7.4,2.898,-0.003
594.261,4.8,7.2,2.881,0.003
594.361,4.4,7.1,2.86,-0.003
594.461,3.8,6.9,2.839,-0.003
594.56,3.4,6.8,2.81,0
594.66,2.8,6.6,2.782,0
594.76,2.3,6.5,2.754,-0.003
594.859,1.8,6.2,2.719,0.003
594.959,1.3,6.1,2.681,0
595.059,0.7,5.9,2.645,0.003
595.158,0.3,5.8,2.6,0
595.258,-0.3,5.6,2.558,0
595.358,-0.7,5.4,2.508,0
595.457,-1.2,5.3,2.452,0
595.557,-1.5,5,2.392,0
595.657,-2.1,4.9,2.322,0
595.756,-2.4,4.7,2.248,0
595.856,-2.8,4.4,2.161,0
595.956,-3,4.4,2.059,0.003
596.055,-3.5,4.3,1.925,0.007
596.155,-3.9,4.1,1.753,0.003
596.255,-4.5,3.9,1.528,0.003
596.354,-5.1,3.9,1.296,0.007
596.454,-5.7,3.8,1.068,0.003
596.554,-6.1,3.9,0.85,0.003
596.654,-6.6,4,0.657,0.003
596.753,-7,4.2,0.467,0.003
596.853,-7.3,4.3,0.295,0.003
596.953,-7.5,4.5,0.105,0
597.052,-7.5,4.8,-0.095,0.014
597.152,-7.7,5,-0.302,0.003
597.252,-8.2,5.4,-0.488,0.003
597.351,-8.8,5.6,-0.629,0.003
597.451,-9.2,5.9,-0.72,0
597.551,-9.4,5.9,-0.776,0.003
597.65,-9.5,6,-0.808,0.003
597.75,-9.5,6,-0.829,0.003
597.85,-9.5,6,-0.84,0.003
597.949,-9.3,5.9,-0.84,0
598.049,-9.3,6.1,-0.843,0.014
598.149,-8.9,5.9,-0.84,0.003
598.248,-8.7,5.9,-0.847,0.003
598.348,-8.5,6,-0.84,0
598.448,-8.2,5.9,-0.836,0.003
598.547,-7.9,5.9,-0.833,0.003
598.647,-7.4,6,-0.822,0.003
598.747,-7.2,5.8,-0.815,0.003
598.846,-6.6,5.8,-0.808,0
598.946,-6.3,5.6,-0.797,0.003
599.046,-5.7,5.7,-0.78,0.014
599.145,-5.4,5.5,-0.762,0.003
599.245,-4.8,5.4,-0.745,0
599.345,-4.4,5.4,-0.72,0
599.444,-3.9,5.3,-0.696,0
599.544,-3.4,5.1,-0.664,0.003
599.644,-3,5,-0.629,0.003
599.743,-2.4,4.8,-0.59,0.003
599.843,-1.9,4.7,-0.555,0.007
599.943,-1.5,4.6,-0.506,0.003
600.042,-1.1,4.4,-0.46,0.01
600.142,-0.5,4.4,-0.404,0
600.242,-0.1,4.2,-0.348,0.003
600.341,0.3,4.1,-0.278,0.003
600.441,0.8,4.1,-0.211,0
600.541,1.1,4,-0.126,0.007
600.641,1.4,4,-0.028,0.003
600.74,1.8,3.8,0.081,0.007
600.84,2.1,3.7,0.211,0.003
600.94,2.7,3.8,0.369,0.003
601.039,3.4,3.9,0.569,0.007
601.139,4.2,4,0.815,0.003
601.239,4.8,4.1,1.054,0.003
601.338,5.3,4.3,1.289,0.003
601.438,5.8,4.7,1.5,0.003
601.538,6.3,5,1.711,0.003
601.637,6.5,5.2,1.911,0
601.737,6.8,5.8,2.139,0.003
601.837,7.1,6.3,2.371,0.003
601.936,7.7,7,2.593,0
602.036,8.4,7.4,2.744,0
602.136,8.8,7.7,2.835,0.01
602.235,9.1,7.7,2.891,0
602.335,9.4,7.8,2.926,0.003
602.435,9.4,7.9,2.958,0
602.534,9.4,8,2.979,0.003
602.634,9.4,8,3,0
602.734,9.4,8,3.007,-0.003
602.833,9.4,8.1,3.011,0
602.933,9.3,7.9,3.018,0
603.033,9.1,8,3.018,0
603.132,8.8,8,3.018,0.01
603.232,8.8,7.9,3.021,-0.003
603.332,8.3,7.9,3.018,-0.003
603.431,8.2,7.8,3.018,0
603.531,7.9,7.8,3.011,0
603.631,7.5,7.8,3.004,-0.003
603.73,7.1,7.7,2.997,0
603.83,6.7,7.5,2.99,0
603.93,6.2,7.5,2.979,-0.003
604.029,5.9,7.4,2.965,0
604.129,5.4,7.4,2.947,0.007
604.229,5,7.1,2.933,0
604.328,4.5,6.9,2.909,-0.003
604.428,4,6.8,2.888,0
604.528,3.5,6.6,2.863,0
604.628,3,6.6,2.839,0
604.727,2.5,6.3,2.807,0
604.827,2,6.2,2.775,-0.003
604.927,1.4,6,2.74,0
605.026,0.9,5.8,2.695,0
605.126,0.5,5.6,2.656,0.01
605.226,-0.1,5.5,2.61,-0.003
605.325,-0.5,5.4,2.565,0
605.425,-1,5.2,2.508,0.003
605.525,-1.4,5,2.456,0
605.624,-1.9,4.8,2.385,0
605.724,-2.2,4.7,2.315,0.003
605.824,-2.6,4.4,2.224,0.003
605.923,-3,4.3,2.129,0
606.023,-3.3,4.1,2.009,0.003
606.123,-3.8,4,1.858,0.007
606.222,-4.5,3.8,1.641,0.003
606.322,-4.9,3.7,1.409,0.003
606.422,-5.5,3.7,1.173,0.003
606.521,-6,3.7,0.945,0.007
606.621,-6.4,3.8,0.741,0.003
606.721,-6.9,4,0.541,0.003
606.82,-7.2,4.1,0.351,0.003
606.92,-7.4,4.3,0.172,0.003
607.02,-7.5,4.6,-0.028,0.003
607.119,-7.7,4.8,-0.228,0.003
607.219,-8.1,5.2,-0.439,0
607.319,-8.5,5.6,-0.608,0
607.418,-9,5.6,-0.717,0
607.518,-9.3,5.8,-0.783,0.003
607.618,-9.5,5.9,-0.822,0
607.717,-9.5,5.9,-0.854,0.007
607.817,-9.5,5.9,-0.864,0.003
607.917,-9.4,5.9,-0.871,0.003
608.016,-9.2,5.9,-0.875,0.003
608.116,-9,5.9,-0.875,0.003
608.216,-8.8,5.9,-0.875,0.007
608.315,-8.4,5.8,-0.868,0.007
608.415,-8.3,5.9,-0.868,0.003
608.515,-8,5.8,-0.864,0.003
608.615,-7.6,5.9,-0.857,0.003
608.714,-7.2,5.7,-0.847,0
608.814,-6.9,5.7,-0.836,0.003
608.914,-6.4,5.6,-0.829,0.003
609.013,-6,5.5,-0.815,0.003
609.113,-5.6,5.5,-0.794,0.003
609.213,-5.1,5.3,-0.776,0.014
609.312,-4.6,5.3,-0.752,0.003
609.412,-4,5.2,-0.727,0.003
609.512,-3.6,5,-0.699,0.003
609.611,-3.2,4.9,-0.667,0.003
609.711,-2.7,4.8,-0.629,0
609.811,-2.1,4.7,-0.59,0.003
609.91,-1.7,4.5,-0.552,0
610.01,-1.1,4.4,-0.499,0.003
610.11,-0.7,4.2,-0.446,0.007
610.209,-0.2,4.3,-0.39,0.014
610.309,0.2,4.1,-0.334,0.003
610.409,0.6,4,-0.256,0.003
610.508,1,3.9,-0.179,0.003
610.608,1.4,3.8,-0.088,0.007
610.708,1.7,3.8,0.021,0.003
610.807,2,3.8,0.141,0.003
610.907,2.5,3.8,0.288,0.003
611.007,3.1,3.7,0.478,0.003
611.106,4.1,3.8,0.731,0.003
611.206,4.6,4,0.97,0.017
611.306,5.1,4.2,1.212,0.003
611.405,5.7,4.3,1.437,0.003
611.505,6.2,4.7,1.655,0.003
611.605,6.5,5,1.855,0.003
611.704,6.7,5.5,2.073,0
611.804,6.9,5.9,2.308,0.003
611.904,7.4,6.7,2.54,0
612.003,8.1,7.1,2.726,0.003
612.103,8.7,7.5,2.846,0
612.203,9.1,7.7,2.916,0.003
612.302,9.3,7.7,2.965,0
612.402,9.4,7.8,2.993,0.003
612.502,9.4,7.8,3.025,0
612.601,9.4,7.9,3.039,-0.003
612.701,9.5,7.9,3.049,0
612.801,9.4,7.9,3.056,-0.003
612.901,9.3,7.8,3.067,0
613,9.2,7.9,3.067,-0.003
613.1,9.1,7.7,3.067,0
613.2,8.8,7.8,3.067,-0.003
613.299,8.5,7.8,3.063,0
613.399,8.3,7.7,3.063,-0.003
613.499,7.9,7.7,3.056,0
613.598,7.6,7.7,3.053,0
613.698,7.2,7.7,3.046,0
613.798,6.9,7.5,3.039,0
613.897,6.4,7.4,3.028,-0.003
613.997,6,7.2,3.018,0
614.097,5.5,7.2,3,0
614.196,5,7.1,2.986,-0.003
614.296,4.6,7,2.965,0.007
614.396,4.1,6.8,2.94,0.003
614.495,3.5,6.7,2.919,-0.003
614.595,3.2,6.5,2.888,0.003
614.695,2.6,6.3,2.863,0.003
614.794,2.2,6.2,2.835,0
614.894,1.5,5.9,2.796,0
614.994,1.1,5.8,2.761,0
615.093,0.5,5.6,2.716,0
615.193,0.2,5.5,2.673,0
615.293,-0.3,5.3,2.624,0.01
615.392,-0.8,5.1,2.575,0
615.492,-1.2,4.9,2.515,0.003
615.592,-1.6,4.7,2.452,0.003
615.691,-2.1,4.6,2.385,0
615.791,-2.4,4.4,2.301,0
615.891,-2.7,4.2,2.203,0.003
615.99,-3.2,4.1,2.09,0
616.09,-3.6,4,1.95,0.003
616.19,-4.2,3.7,1.746,0.003
616.289,-4.8,3.8,1.504,0.017
616.389,-5.2,3.6,1.272,0.007
616.489,-5.7,3.7,1.043,0.007
616.588,-6.2,3.7,0.815,0.007
616.688,-6.6,3.8,0.611,0.003
616.788,-7.1,4,0.418,0.003
616.888,-7.3,4.1,0.228,0.007
616.987,-7.5,4.3,0.035,0.003
617.087,-7.5,4.6,-0.165,0.003
617.187,-7.8,4.9,-0.379,0.003
617.286,-8.3,5.3,-0.566,0.014
617.386,-8.9,5.5,-0.706,0
617.486,-9.2,5.6,-0.783,0.003
617.585,-9.5,5.8,-0.836,0
617.685,-9.5,5.9,-0.864,0.003
617.785,-9.5,5.7,-0.885,0
617.884,-9.5,5.8,-0.889,0
617.984,-9.4,5.8,-0.899,0.003
618.084,-9,5.9,-0.892,0.003
618.183,-8.9,5.8,-0.896,0.003
618.283,-8.7,5.8,-0.896,0.003
618.383,-8.4,5.6,-0.892,0.003
618.482,-8,5.7,-0.889,0
618.582,-7.8,5.7,-0.882,0
618.682,-7.3,5.6,-0.875,0.003
618.781,-7,5.6,-0.864,0.003
618.881,-6.5,5.6,-0.857,0.003
618.981,-6.1,5.5,-0.84,0
619.08,-5.6,5.4,-0.826,0.003
619.18,-5.1,5.3,-0.804,0.003
619.28,-4.8,5.2,-0.783,0
619.379,-4.3,5.1,-0.759,0.003
619.479,-3.8,5,-0.734,0.003
619.579,-3.3,4.8,-0.699,0.003
619.678,-2.8,4.7,-0.667,0.003
619.778,-2.4,4.6,-0.632,0.003
619.878,-1.8,4.5,-0.587,0.003
619.977,-1.4,4.3,-0.541,0.003
620.077,-0.9,4.3,-0.488,0.003
620.177,-0.4,4.1,-0.429,0.003
620.276,0,4.1,-0.372,0.003
620.376,0.5,4,-0.302,0.014
620.476,0.8,3.8,-0.228,0.007
620.575,1.1,3.8,-0.133,0.003
620.675,1.5,3.6,-0.032,0
620.775,2,3.6,0.091,0.007
620.874,2.3,3.6,0.232,0.003
620.974,2.9,3.6,0.415,0.003
621.074,3.7,3.6,0.65,0.003
621.174,4.4,3.8,0.899,0.007
621.273,4.9,4,1.152,0.003
621.373,5.5,4.3,1.391,0.017
621.473,6,4.6,1.616,0.003
621.572,6.4,4.8,1.827,0.003
621.672,6.6,5.3,2.048,0.003
621.772,6.8,5.8,2.273,0
621.871,7.3,6.3,2.515,0
621.971,7.9,6.9,2.719,0.003
622.071,8.5,7.3,2.867,0
622.17,8.9,7.5,2.944,0
622.27,9.3,7.6,2.997,0
622.37,9.4,7.8,3.035,0.017
622.469,9.4,7.8,3.06,0
622.569,9.4,7.8,3.077,0
622.669,9.4,7.7,3.095,0
622.768,9.4,7.9,3.109,0
622.868,9.4,7.7,3.116,0
622.968,9.2,7.8,3.12,-0.003
623.067,9.1,7.7,3.12,0
623.167,8.8,7.7,3.116,0
623.267,8.6,7.7,3.12,0
623.366,8.3,7.6,3.116,0.007
623.466,8.2,7.7,3.109,0
623.566,7.7,7.4,3.106,-0.003
623.665,7.3,7.5,3.099,0
623.765,6.9,7.4,3.088,0
623.865,6.7,7.4,3.085,0.003
623.964,6.1,7.2,3.074,0
624.064,5.7,7.1,3.056,0
624.164,5.3,7,3.039,0
624.263,4.7,6.8,3.021,0
624.363,4.4,6.7,3.004,0
624.463,3.9,6.6,2.976,0.003
624.562,3.3,6.5,2.951,0
624.662,2.8,6.3,2.919,0
624.762,2.4,6.1,2.895,0
624.861,1.7,6,2.856,0
624.961,1.3,5.8,2.825,0.003
625.061,0.8,5.6,2.782,0
625.161,0.3,5.4,2.737,0.003
625.26,-0.4,5.3,2.695,0.003
625.36,-0.7,5,2.642,0.003
625.46,-1.2,4.9,2.586,0.01
625.559,-1.5,4.7,2.526,0
625.659,-2,4.5,2.456,0.003
625.759,-2.4,4.3,2.378,0.007
625.858,-2.8,4.1,2.284,0.003
625.958,-3,4.1,2.182,0.003
626.058,-3.5,3.9,2.052,0.003
626.157,-3.9,3.7,1.872,0.003
626.257,-4.5,3.6,1.634,0.003
626.357,-5.1,3.5,1.395,0.003
626.456,-5.6,3.5,1.152,0.014
626.556,-6,3.5,0.92,0.003
626.656,-6.4,3.5,0.699,0.003
626.755,-6.9,3.7,0.495,0.007
626.855,-7.2,3.9,0.302,0.007
626.955,-7.5,4.1,0.105,0.007
627.054,-7.5,4.3,-0.091,0.007
627.154,-7.6,4.7,-0.302,0.003
627.254,-8.1,5,-0.502,0.003
627.353,-8.6,5.3,-0.667,0
627.453,-9.1,5.6,-0.78,0.017
627.553,-9.3,5.5,-0.847,0.003
627.652,-9.5,5.7,-0.882,0.003
627.752,-9.5,5.7,-0.903,0.003
627.852,-9.5,5.6,-0.913,0.007
627.951,-9.4,5.7,-0.917,0.003
628.051,-9.3,5.7,-0.92,0
628.151,-9,5.7,-0.92,0.003
628.25,-8.8,5.6,-0.92,0
628.35,-8.6,5.6,-0.92,0.003
628.45,-8.2,5.7,-0.913,0.017
628.549,-7.8,5.6,-0.91,0
628.649,-7.5,5.6,-0.899,0.003
628.749,-7.1,5.4,-0.892,0.003
628.848,-6.7,5.4,-0.882,0.003
628.948,-6.3,5.3,-0.868,0.003
629.048,-5.7,5.3,-0.854,0.003
629.147,-5.4,5.2,-0.836,0.003
629.247,-4.9,5.2,-0.815,0.003
629.347,-4.4,5,-0.79,0.003
629.447,-3.9,5,-0.769,0.003
629.546,-3.5,4.8,-0.741,0.003
629.646,-3,4.7,-0.703,0.007
629.746,-2.5,4.6,-0.667,0.003
629.845,-2.1,4.4,-0.629,0.003
629.945,-1.5,4.3,-0.58,0
630.045,-1,4.2,-0.53,0.003
630.144,-0.5,4.1,-0.471,0.003
630.244,-0.1,4,-0.415,0.003
630.344,0.4,3.8,-0.348,0.003
630.443,0.7,3.8,-0.274,0.003
630.543,1.1,3.6,-0.19,0.003
630.643,1.4,3.5,-0.091,0.007
630.742,1.8,3.5,0.025,0.007
630.842,2,3.5,0.162,0.003
630.942,2.7,3.4,0.323,0.003
631.041,3.5,3.5,0.545,0.003
631.141,4.1,3.6,0.808,0.003
631.241,4.7,3.8,1.068,0
631.34,5.2,4,1.317,0.003
631.44,5.8,4.2,1.553,0.003
631.54,6.2,4.7,1.778,0.01
631.639,6.4,4.9,1.995,0
631.739,6.8,5.4,2.227,0.003
631.839,7,5.9,2.463,0.003
631.938,7.7,6.5,2.691,0.003
632.038,8.3,7,2.86,0
632.138,8.8,7.3,2.962,0
632.237,9.1,7.4,3.028,0.003
632.337,9.4,7.6,3.067,-0.003
632.437,9.4,7.7,3.099,-0.003
632.536,9.5,7.7,3.123,0.014
632.636,9.5,7.7,3.137,0
632.736,9.4,7.7,3.148,0
632.835,9.4,7.7,3.158,-0.003
632.935,9.3,7.6,3.158,0
633.035,9.1,7.6,3.162,0
633.134,8.9,7.7,3.158,0
633.234,8.7,7.5,3.165,-0.003
633.334,8.5,7.7,3.158,-0.003
633.434,8.1,7.4,3.158,0
633.533,7.9,7.6,3.155,0.014
633.633,7.6,7.4,3.151,0
633.733,7.2,7.4,3.144,0
633.832,6.7,7.3,3.137,0.003
633.932,6.3,7.2,3.123,0
634.032,5.9,7,3.106,0
634.131,5.3,6.9,3.095,0.003
634.231,5,6.8,3.077,0
634.331,4.4,6.6,3.06,0
634.43,4.1,6.5,3.039,0
634.53,3.5,6.4,3.007,0.01
634.63,3.1,6.2,2.979,0
634.729,2.4,6.1,2.947,0
634.829,2,6,2.919,0.003
634.929,1.5,5.8,2.881,0
635.028,1,5.5,2.839,0
635.128,0.4,5.3,2.8,0
635.228,0,5.3,2.754,0
635.327,-0.5,5,2.705,0
635.427,-1,4.9,2.652,0.003
635.527,-1.4,4.7,2.589,0
635.626,-1.9,4.5,2.519,0.003
635.726,-2.2,4.3,2.449,0
635.826,-2.6,4.2,2.361,0
635.925,-3,3.9,2.259,0.003
636.025,-3.3,3.8,2.136,0
636.125,-3.9,3.6,1.974,0.003
636.224,-4.4,3.5,1.75,0.003
636.324,-4.8,3.5,1.511,0.003
636.424,-5.4,3.4,1.265,0.003
636.523,-5.7,3.4,1.026,0.003
636.623,-6.3,3.5,0.787,0
636.723,-6.7,3.6,0.58,0.003
636.822,-7.2,3.7,0.372,0
636.922,-7.3,3.9,0.186,0
637.022,-7.5,4.1,-0.014,0
637.121,-7.5,4.4,-0.218,0.003
637.221,-7.9,4.7,-0.432,0.003
637.321,-8.4,5,-0.618,0
637.42,-8.8,5.3,-0.755,0.003
637.52,-9.2,5.4,-0.84,0.003
637.62,-9.5,5.6,-0.889,0.01
637.72,-9.5,5.5,-0.92,0
637.819,-9.5,5.6,-0.931,0
637.919,-9.4,5.5,-0.942,0.003
638.019,-9.2,5.6,-0.945,0
638.118,-9,5.6,-0.945,0.003
638.218,-8.8,5.5,-0.945,0
638.318,-8.5,5.6,-0.942,0
638.417,-8.4,5.5,-0.938,0
638.517,-8,5.4,-0.934,0.003
638.617,-7.7,5.5,-0.927,0.014
638.716,-7.2,5.5,-0.92,0
638.816,-6.8,5.3,-0.91,0
638.916,-6.4,5.3,-0.896,0
639.015,-6,5.3,-0.885,0
639.115,-5.6,5,-0.868,0.003
639.215,-5.1,5,-0.847,0.003
639.314,-4.6,4.9,-0.829,0
639.414,-4.1,4.8,-0.794,0.003
639.514,-3.7,4.6,-0.773,-0.003
639.613,-3.1,4.7,-0.734,0.017
639.713,-2.7,4.4,-0.699,0
639.813,-2.2,4.3,-0.66,0
639.912,-1.7,4.1,-0.615,0.007
640.012,-1.2,4,-0.569,0.003
640.112,-0.7,4.1,-0.516,0
640.211,-0.2,3.8,-0.46,0
640.311,0.3,3.7,-0.39,0.003
640.411,0.6,3.6,-0.32,0.003
640.51,0.9,3.6,-0.239,0.003
640.61,1.2,3.5,-0.144,0.01
640.71,1.6,3.4,-0.032,0
640.809,2,3.5,0.098,0.003
640.909,2.5,3.4,0.253,0
641.009,3.2,3.4,0.471,0.003
641.108,3.9,3.4,0.724,0.003
641.208,4.4,3.6,0.991,0.003
641.308,4.9,3.7,1.254,0.003
641.407,5.5,4,1.504,0.007
641.507,6.1,4.3,1.735,0.003
641.607,6.4,4.7,1.953,0.003
641.707,6.7,5.2,2.182,0
641.806,6.8,5.6,2.414,0
641.906,7.4,6.2,2.656,0.003
642.006,7.9,6.8,2.849,-0.003
642.105,8.7,7.1,2.979,0.003
642.205,9.1,7.3,3.053,0
642.305,9.3,7.4,3.102,0
642.404,9.4,7.5,3.137,0
642.504,9.5,7.6,3.162,0
642.604,9.4,7.6,3.183,0
642.703,9.5,7.6,3.193,-0.003
642.803,9.4,7.6,3.204,-0.003
642.903,9.4,7.6,3.207,-0.003
643.002,9.1,7.7,3.214,-0.007
643.102,8.9,7.5,3.211,0
643.202,8.8,7.5,3.214,-0.003
643.301,8.5,7.4,3.211,0
643.401,8.2,7.4,3.207,-0.003
643.501,8.1,7.4,3.204,-0.003
643.6,7.6,7.3,3.193,-0.003
643.7,7.3,7.4,3.19,0.007
643.8,6.7,7.1,3.179,0
643.899,6.4,7.1,3.169,-0.003
643.999,6,7,3.158,0
644.099,5.6,6.9,3.141,0
644.198,5.1,6.8,3.13,0
644.298,4.6,6.6,3.106,0
644.398,4.1,6.5,3.088,-0.003
644.497,3.6,6.4,3.056,0
644.597,3.2,6.2,3.035,0
644.697,2.6,6.1,3.004,0.01
644.796,2.2,5.9,2.972,0
644.896,1.6,5.8,2.937,-0.003
644.996,1.1,5.5,2.902,0
645.095,0.5,5.3,2.863,-0.003
645.195,0.2,5.2,2.818,-0.003
645.295,-0.4,5,2.768,-0.003
645.394,-0.9,4.7,2.716,0
645.494,-1.2,4.7,2.656,-0.003
645.594,-1.7,4.4,2.593,0
645.693,-2.1,4.3,2.519,0.014
645.793,-2.4,4.1,2.442,0
645.893,-2.8,3.9,2.34,-0.003
645.993,-3.2,3.7,2.227,0
646.092,-3.6,3.6,2.076,0
646.192,-4.2,3.5,1.865,0.003
646.292,-4.8,3.4,1.62,0
646.391,-5.2,3.3,1.381,0
646.491,-5.6,3.3,1.138,0
646.591,-6.2,3.3,0.892,0
646.69,-6.6,3.4,0.675,0
646.79,-6.9,3.6,0.457,0
646.89,-7.2,3.8,0.256,0.003
646.989,-7.5,3.9,0.06,0.003
647.089,-7.5,4.1,-0.141,0
647.189,-7.8,4.5,-0.358,0
647.288,-8.1,4.9,-0.559,0.003
647.388,-8.7,5.2,-0.727,0
647.488,-9.1,5.3,-0.833,0
647.587,-9.4,5.5,-0.896,-0.003
647.687,-9.5,5.3,-0.931,0.003
647.787,-9.6,5.5,-0.952,0
647.886,-9.5,5.5,-0.963,0
647.986,-9.4,5.5,-0.966,0
648.086,-9.2,5.5,-0.97,0
648.185,-9,5.4,-0.97,0
648.285,-8.7,5.4,-0.97,0.003
648.385,-8.5,5.3,-0.966,0.003
648.484,-8.1,5.4,-0.959,0
648.584,-7.8,5.3,-0.956,0
648.684,-7.4,5.3,-0.945,0
648.783,-7,5.2,-0.942,0.01
648.883,-6.5,5.3,-0.927,0.003
648.983,-6.1,5.2,-0.91,0
649.082,-5.6,5.1,-0.899,0
649.182,-5.2,5,-0.878,0
649.282,-4.8,4.8,-0.857,0.003
649.381,-4.3,4.7,-0.833,0
649.481,-3.9,4.6,-0.804,0
649.581,-3.3,4.6,-0.769,0
649.68,-2.9,4.4,-0.738,0
649.78,-2.3,4.3,-0.699,0.014
649.88,-1.8,4.2,-0.653,0
649.98,-1.3,4,-0.608,0
650.079,-0.9,3.9,-0.559,0.003
650.179,-0.4,3.7,-0.502,0
650.279,-0.1,3.6,-0.439,0
650.378,0.5,3.6,-0.369,0
650.478,0.8,3.5,-0.288,0
650.578,1.1,3.4,-0.193,0
650.677,1.4,3.3,-0.088,0
650.777,1.9,3.4,0.035,0.017
650.877,2.3,3.2,0.183,0
650.976,2.9,3.2,0.379,0.003
651.076,3.7,3.3,0.632,0
651.176,4.3,3.4,0.892,0
651.275,4.7,3.6,1.163,0.003
651.375,5.3,3.8,1.426,0.003
651.475,5.9,4.1,1.669,0.003
651.574,6.3,4.4,1.897,0
651.674,6.6,4.9,2.122,0
651.774,6.8,5.4,2.354,0.014
651.873,7.1,5.9,2.6,0
651.973,7.7,6.5,2.825,0
652.073,8.5,6.9,2.983,0
652.172,9,7.2,3.085,0
652.272,9.2,7.3,3.137,-0.003
652.372,9.3,7.5,3.179,-0.003
652.471,9.4,7.4,3.207,-0.003
652.571,9.5,7.5,3.225,0
652.671,9.5,7.5,3.239,-0.003
652.77,9.4,7.6,3.25,0
652.87,9.3,7.6,3.257,0
652.97,9.1,7.5,3.257,-0.003
653.069,9.1,7.4,3.26,-0.003
653.169,8.8,7.4,3.26,-0.003
653.269,8.5,7.4,3.26,0
653.368,8.2,7.3,3.257,-0.003
653.468,8.1,7.4,3.257,0
653.568,7.8,7.2,3.25,0
653.667,7.4,7.2,3.243,0
653.767,7,7.2,3.236,0
653.867,6.7,7,3.225,0
653.966,6.1,6.9,3.211,-0.003
654.066,5.7,6.8,3.197,-0.003
654.166,5.3,6.7,3.186,-0.003
654.266,4.7,6.5,3.165,0
654.365,4.3,6.5,3.141,-0.003
654.465,3.8,6.3,3.123,0
654.565,3.3,6.1,3.092,-0.003
654.664,2.9,6,3.063,-0.003
654.764,2.3,5.8,3.028,0
654.864,1.8,5.7,2.997,0.003
654.963,1.2,5.5,2.962,0.003
655.063,0.7,5.3,2.919,-0.003
655.163,0.2,5.1,2.881,-0.003
655.262,-0.2,5,2.832,0
655.362,-0.7,4.8,2.782,0
655.462,-1.2,4.6,2.726,0.003
655.561,-1.5,4.4,2.663,0
655.661,-2,4.2,2.589,0
655.761,-2.3,4.1,2.512,0.003
655.86,-2.7,3.8,2.417,0.01
655.96,-3,3.6,2.312,0
656.06,-3.5,3.5,2.175,0
