Time (s),Shear Stress (kPa),Vertical Effective Stress (kPa),Shear Strain (%),Vertical Strain (%)
249.984,-2.4,113.1,-0.631,0.003
250.084,0.2,112.7,-0.394,0.003
250.184,2.3,112.8,-0.237,0.005
250.283,4.3,112.9,-0.09,0.003
250.383,6.5,113,0.057,0.005
250.483,8.5,113.2,0.2,0.005
250.583,10.6,113.5,0.349,0.005
250.682,12.4,114,0.488,0.003
250.782,14.4,114.4,0.624,0.003
250.882,16.3,114.9,0.754,0.003
250.981,18.2,115.4,0.878,0.002
251.081,19.8,115.9,0.992,0
251.181,21.5,116.3,1.105,-0.002
251.28,23,116.7,1.209,0
251.38,24.5,116.9,1.306,-0.002
251.48,25.9,117.1,1.399,-0.003
251.579,27.1,117.3,1.48,-0.005
251.679,28.3,117.6,1.553,-0.005
251.779,29.2,117.7,1.621,-0.005
251.878,30.2,118,1.677,-0.002
251.978,31,118.3,1.729,-0.006
252.078,31.7,118.6,1.775,-0.006
252.177,32.1,118.7,1.813,-0.008
252.277,32.6,118.9,1.846,-0.008
252.377,32.8,118.9,1.87,-0.008
252.476,33.1,119,1.887,-0.009
252.576,33,118.8,1.896,-0.009
252.676,33,119,1.902,-0.009
252.775,32.7,119,1.902,-0.011
252.875,32.5,118.7,1.902,-0.002
252.975,31.9,118.7,1.899,-0.009
253.074,31.4,118.6,1.891,-0.009
253.174,30.7,118.4,1.879,-0.011
253.274,29.8,118.1,1.858,-0.011
253.373,28.9,117.9,1.839,-0.011
253.473,27.9,117.6,1.812,-0.011
253.573,26.8,117.2,1.775,-0.009
253.672,25.5,116.9,1.732,-0.009
253.772,24.1,116.5,1.685,-0.009
253.872,22.7,116.1,1.633,-0.003
253.971,21.1,115.5,1.575,-0.008
254.071,19.4,115,1.511,-0.006
254.171,17.6,114.3,1.445,-0.005
254.27,15.9,113.8,1.372,-0.006
254.37,14,113.2,1.292,-0.005
254.47,12,112.6,1.208,-0.003
254.57,10.1,112,1.118,-0.003
254.669,8.1,111.5,1.02,-0.002
254.769,6.1,111.3,0.92,0
254.869,4,111,0.81,0.003
254.968,1.9,110.5,0.703,0.002
255.068,-0.2,110.1,0.587,0
255.168,-2.2,109.6,0.472,0.002
255.267,-4.4,109,0.352,0.002
255.367,-6.5,108.6,0.231,0.003
255.467,-8.4,108.3,0.099,0.003
255.566,-9.8,109,-0.096,0.003
255.666,-12.3,108.2,-0.281,0.003
255.766,-14.3,107.9,-0.419,0.005
255.865,-16.1,107.6,-0.564,0.006
255.965,-17.8,107.7,-0.711,0.006
256.065,-19.6,107.9,-0.865,0.005
256.164,-21.1,108.3,-1.011,0.006
256.264,-22.9,108.3,-1.153,0.005
256.364,-24.3,108.4,-1.274,0.005
256.463,-25.7,108.3,-1.387,0.005
256.563,-27,108.3,-1.483,0.006
256.663,-28.2,108.3,-1.573,0.006
256.762,-29.3,108.3,-1.653,0.005
256.862,-30.1,108.4,-1.725,0.005
256.962,-31,108.6,-1.792,0.008
257.061,-31.5,109.1,-1.853,0.006
257.161,-32.1,109.5,-1.91,0.005
257.261,-32.7,109.9,-1.962,0.006
257.36,-32.9,110.3,-2,0.006
257.46,-33.2,110.5,-2.029,0.006
257.56,-33.2,110.7,-2.047,0.006
257.659,-33,110.9,-2.058,0.006
257.759,-32.9,111.1,-2.061,0.005
257.859,-32.5,111.1,-2.06,0.006
257.958,-32.2,111.1,-2.058,0.009
258.058,-31.4,111.1,-2.05,0.006
258.158,-30.7,111.3,-2.038,0.005
258.257,-29.9,111.4,-2.023,0.005
258.357,-29,111.5,-1.998,0.005
258.457,-27.9,111.6,-1.971,0.005
258.556,-26.9,111.9,-1.934,0.005
258.656,-25.6,111.9,-1.89,0.006
258.756,-24.3,112.2,-1.842,0.005
258.856,-22.9,112.3,-1.79,0.005
258.955,-21.5,112.5,-1.729,0.011
259.055,-19.9,112.4,-1.66,0.005
259.155,-18.2,112.6,-1.586,0.003
259.254,-16.4,112.7,-1.503,0.005
259.354,-14.6,112.7,-1.414,0.003
259.454,-12.6,112.8,-1.313,0.005
259.553,-10.7,112.4,-1.203,0.006
259.653,-8.8,112,-1.081,0.005
259.753,-6.8,111.6,-0.945,0.006
259.852,-4.6,111.9,-0.812,0.006
259.952,-2.5,112,-0.68,0.011
260.052,-1,111.2,-0.472,0.006
260.151,1.7,111.3,-0.294,0.006
260.251,3.7,111.4,-0.144,0.006
260.351,5.9,111.5,0.006,0.005
260.45,7.9,111.5,0.15,0.006
260.55,9.8,111.8,0.298,0.006
260.65,11.9,112.2,0.446,0.005
260.749,13.8,112.6,0.584,0.005
260.849,15.7,113.2,0.716,0.003
260.949,17.4,113.7,0.841,0.008
261.048,19.2,114.2,0.96,0.003
261.148,20.9,114.6,1.076,0.002
261.248,22.4,115.1,1.183,0
261.347,24,115.4,1.283,0
261.447,25.4,115.7,1.375,-0.002
261.547,26.7,116,1.459,-0.003
261.646,27.9,116.1,1.534,-0.003
261.746,29,116.4,1.604,-0.003
261.846,29.9,116.6,1.667,-0.006
261.945,30.7,116.6,1.72,-0.005
262.045,31.5,116.8,1.768,-0.005
262.145,32.1,117,1.809,-0.006
262.244,32.6,117.3,1.844,-0.008
262.344,32.8,117.4,1.87,-0.008
262.444,33,117.4,1.888,-0.008
262.543,33,117.4,1.901,-0.008
262.643,33,117.4,1.908,-0.008
262.743,32.8,117.4,1.91,-0.008
262.842,32.5,117.2,1.91,-0.008
262.942,32.2,117.2,1.908,-0.008
263.042,31.5,117.1,1.902,-0.005
263.142,30.9,116.9,1.89,-0.008
263.241,30.1,116.7,1.875,-0.009
263.341,29.2,116.5,1.853,-0.009
263.441,28.2,116.2,1.829,-0.009
263.54,27.1,115.8,1.795,-0.008
263.64,25.9,115.5,1.757,-0.008
263.74,24.6,115,1.711,-0.008
263.839,23.1,114.6,1.657,-0.008
263.939,21.5,114,1.601,-0.006
264.039,19.9,113.6,1.543,0
264.138,18.2,112.9,1.474,-0.005
264.238,16.4,112.4,1.405,-0.005
264.338,14.6,111.8,1.326,-0.005
264.437,12.7,111.2,1.248,-0.003
264.537,10.8,110.6,1.156,-0.002
264.637,8.8,110.3,1.061,-0.002
264.736,6.7,109.9,0.959,0
264.836,4.7,109.5,0.855,0
264.936,2.6,109.1,0.745,0.002
265.035,0.5,108.8,0.633,0.008
265.135,-1.6,108.1,0.515,0.003
265.235,-3.6,107.5,0.399,0.003
265.334,-5.7,107.1,0.275,0.005
265.434,-7.7,106.8,0.147,0.005
265.534,-9,107.4,-0.02,0.006
265.633,-11.7,106.8,-0.231,0.006
265.733,-13.6,106.3,-0.376,0.005
265.833,-15.5,106,-0.515,0.006
265.932,-17.2,106.1,-0.665,0.006
266.032,-19,106.4,-0.816,0.011
266.132,-20.5,106.7,-0.968,0.006
266.231,-22.3,106.8,-1.112,0.005
266.331,-23.8,106.8,-1.238,0.006
266.431,-25.2,106.9,-1.353,0.006
266.53,-26.5,106.8,-1.456,0.006
266.63,-27.8,106.7,-1.549,0.005
266.73,-28.8,106.7,-1.633,0.006
266.829,-29.9,106.8,-1.709,0.006
266.929,-30.6,107,-1.774,0.006
267.029,-31.4,107.6,-1.842,0.009
267.129,-31.9,108,-1.904,0.006
267.228,-32.4,108.5,-1.957,0.006
267.328,-32.8,108.8,-2,0.006
267.428,-33.1,109,-2.035,0.005
267.527,-33.2,109.2,-2.053,0.006
267.627,-33.1,109.4,-2.064,0.005
267.727,-32.9,109.4,-2.07,0.006
267.826,-32.7,109.4,-2.07,0.006
267.926,-32.2,109.6,-2.069,0.005
268.026,-31.7,109.5,-2.064,0.006
268.125,-30.9,109.7,-2.053,0.006
268.225,-30.2,109.8,-2.035,0.006
268.325,-29.3,109.9,-2.015,0.005
268.424,-28.3,110,-1.988,0.005
268.524,-27.2,110.2,-1.956,0.006
268.624,-26.2,110.4,-1.914,0.005
268.723,-24.8,110.5,-1.868,0.005
268.823,-23.4,110.8,-1.818,0.005
268.923,-22,110.7,-1.76,0.006
269.022,-20.4,110.8,-1.693,0.005
269.122,-18.8,110.9,-1.619,0.008
269.222,-16.9,111.1,-1.54,0.006
269.321,-15.2,111.1,-1.454,0.005
269.421,-13.3,111.1,-1.356,0.005
269.521,-11.4,111,-1.252,0.005
269.62,-9.4,110.6,-1.131,0.006
269.72,-7.5,110,-1,0.005
269.82,-5.3,110.1,-0.861,0.006
269.919,-3.3,110.4,-0.732,0.006
270.019,-1.8,109.8,-0.569,0.006
270.119,1,109.7,-0.352,0.011
270.218,3.1,109.8,-0.199,0.008
270.318,5.2,109.7,-0.05,0.006
270.418,7.1,109.9,0.099,0.006
270.517,9.1,110.1,0.248,0.005
270.617,11.2,110.3,0.399,0.006
270.717,13.2,110.7,0.54,0.005
270.816,15.1,111.3,0.677,0.005
270.916,16.8,111.7,0.804,0.005
271.016,18.6,112.3,0.925,0.002
271.116,20.4,112.7,1.044,0.009
271.215,22,113.2,1.153,0
271.315,23.5,113.6,1.255,-0.002
271.415,24.9,114,1.35,-0.002
271.514,26.2,114.4,1.443,-0.003
271.614,27.5,114.6,1.52,-0.008
271.714,28.6,114.8,1.595,-0.006
271.813,29.6,114.9,1.656,-0.008
271.913,30.5,115.2,1.712,-0.008
272.013,31.2,115.3,1.761,-0.009
272.112,31.9,115.5,1.807,-0.003
272.212,32.3,115.5,1.844,-0.011
272.312,32.7,115.7,1.871,-0.009
272.411,33,115.7,1.894,-0.009
272.511,33.1,115.7,1.91,-0.009
272.611,33.1,115.7,1.917,-0.011
272.71,32.9,115.7,1.922,-0.011
272.81,32.7,115.7,1.923,-0.011
272.91,32.4,115.5,1.92,-0.009
273.009,31.9,115.5,1.917,-0.011
273.109,31.1,115.4,1.907,-0.008
273.209,30.4,115.1,1.891,-0.009
273.308,29.5,114.9,1.871,-0.009
273.408,28.6,114.7,1.849,-0.008
273.508,27.5,114.3,1.816,-0.008
273.607,26.3,114.1,1.781,-0.008
273.707,25,113.5,1.735,-0.009
273.807,23.6,113.1,1.686,-0.008
273.906,22.1,112.6,1.631,-0.006
274.006,20.5,112,1.572,-0.008
274.106,18.8,111.5,1.505,-0.005
274.205,17,110.9,1.436,-0.003
274.305,15.2,110.4,1.361,-0.005
274.405,13.3,109.8,1.28,-0.002
274.504,11.4,109.1,1.193,-0.002
274.604,9.4,108.9,1.101,-0.002
274.704,7.4,108.5,0.998,-0.002
274.803,5.3,108.1,0.894,-0.002
274.903,3.2,107.6,0.787,0.002
275.003,1.2,107.1,0.674,0
275.103,-0.9,106.5,0.56,0.002
275.202,-3,106,0.442,0.006
275.302,-5,105.6,0.323,0.003
275.402,-7.1,105.3,0.194,0.005
275.501,-8.6,105.2,0.05,0.005
275.601,-10.9,105.2,-0.174,0.006
275.701,-13,104.7,-0.327,0.006
275.8,-14.8,104.3,-0.468,0.005
275.9,-16.7,104.3,-0.618,0.005
276,-18.4,104.6,-0.771,0.006
276.099,-20,104.9,-0.925,0.006
276.199,-21.7,105.3,-1.073,0.011
276.299,-23.3,105.2,-1.206,0.006
276.398,-24.7,105.1,-1.324,0.006
276.498,-26.2,105.1,-1.43,0.006
276.598,-27.4,105.1,-1.526,0.006
276.697,-28.5,105,-1.61,0.005
276.797,-29.5,105.2,-1.69,0.006
276.897,-30.4,105.3,-1.764,0.006
276.996,-31.1,105.9,-1.83,0.006
277.096,-31.8,106.4,-1.896,0.005
277.196,-32.3,106.9,-1.953,0.011
277.295,-32.7,107,-2,0.005
277.395,-33.1,107.3,-2.032,0.006
277.495,-33.2,107.5,-2.057,0.006
277.594,-33.2,107.7,-2.072,0.005
277.694,-33.1,107.7,-2.081,0.006
277.794,-32.7,107.8,-2.083,0.005
277.893,-32.3,107.9,-2.081,0.005
277.993,-31.9,108,-2.076,0.006
278.093,-31.3,108.1,-2.07,0.005
278.192,-30.4,108.2,-2.053,0.009
278.292,-29.5,108.3,-2.035,0.006
278.392,-28.6,108.3,-2.011,0.006
278.491,-27.6,108.6,-1.975,0.006
278.591,-26.5,108.6,-1.939,0.003
278.691,-25.2,108.9,-1.893,0.006
278.79,-23.9,109,-1.846,0.003
278.89,-22.4,109.2,-1.787,0.005
278.99,-20.9,109.2,-1.725,0.005
279.09,-19.2,109.4,-1.653,0.005
279.189,-17.6,109.5,-1.575,0.008
279.289,-15.8,109.5,-1.491,0.005
279.389,-13.9,109.6,-1.399,0.006
279.488,-12,109.5,-1.298,0.006
279.588,-10.1,109.2,-1.18,0.005
279.688,-8.1,108.7,-1.057,0.005
279.787,-6.1,108.2,-0.913,0.005
279.887,-3.9,108.6,-0.778,0.005
279.987,-2.1,108.5,-0.642,0.005
280.086,0.2,108.1,-0.41,0.005
280.186,2.4,108.2,-0.254,0.006
280.286,4.3,108.1,-0.107,0.009
280.385,6.4,108.2,0.044,0.005
280.485,8.5,108.3,0.193,0.005
280.585,10.6,108.4,0.346,0.005
280.684,12.5,108.7,0.492,0.003
280.784,14.4,109.2,0.633,0.003
280.884,16.3,109.7,0.768,0.003
280.983,18,110.2,0.891,0.002
281.083,19.8,110.6,1.014,0
281.183,21.5,111.3,1.128,-0.002
281.282,23,111.7,1.232,0.003
281.382,24.4,112.1,1.33,-0.003
281.482,25.9,112.6,1.422,-0.005
281.581,27.2,112.9,1.501,-0.006
281.681,28.3,113.1,1.578,-0.006
281.781,29.2,113.3,1.644,-0.006
281.88,30.2,113.6,1.703,-0.008
281.98,31,113.8,1.757,-0.009
282.08,31.6,113.9,1.801,-0.009
282.179,32.2,113.9,1.841,-0.009
282.279,32.7,114.2,1.873,-0.003
282.379,32.9,114.1,1.896,-0.009
282.478,33,114.1,1.914,-0.009
282.578,33,114.2,1.925,-0.011
282.678,33,114.1,1.931,-0.011
282.777,32.8,114,1.933,-0.011
282.877,32.5,114,1.931,-0.011
282.977,31.9,113.8,1.928,-0.012
283.077,31.2,113.7,1.92,-0.012
283.176,30.7,113.6,1.907,-0.014
283.276,29.8,113.4,1.89,-0.003
283.376,28.9,113.1,1.867,-0.011
283.475,27.9,112.8,1.838,-0.011
283.575,26.7,112.5,1.804,-0.011
283.675,25.5,112,1.764,-0.009
283.774,24.1,111.6,1.714,-0.011
283.874,22.7,111.2,1.662,-0.009
283.974,21.1,110.6,1.602,-0.008
284.073,19.4,110,1.538,-0.006
284.173,17.6,109.5,1.468,-0.006
284.273,15.8,108.9,1.396,-0.003
284.372,14,108.4,1.318,-0.005
284.472,12,107.7,1.232,-0.006
284.572,10.1,107.1,1.139,-0.003
284.671,8.1,106.9,1.04,-0.003
284.771,6,106.4,0.939,-0.002
284.871,4,105.9,0.83,-0.002
284.97,1.8,105.5,0.717,0
285.07,-0.2,104.9,0.604,0
285.17,-2.3,104.3,0.488,0
285.269,-4.4,104,0.365,0.002
285.369,-6.4,103.4,0.239,0.002
285.469,-8.3,103.3,0.106,0.003
285.568,-10.1,103.6,-0.109,0.003
285.668,-12.4,103,-0.278,0.003
285.768,-14.2,102.6,-0.42,0.005
285.867,-16.1,102.5,-0.566,0.003
285.967,-17.9,102.8,-0.72,0.005
286.067,-19.5,103.1,-0.876,0.003
286.166,-21.1,103.4,-1.031,0.003
286.266,-22.9,103.3,-1.17,0.005
286.366,-24.3,103.4,-1.289,0.005
286.465,-25.7,103.4,-1.401,0.003
286.565,-26.9,103.3,-1.5,0.003
286.665,-28.2,103.3,-1.593,0.005
286.764,-29.1,103.4,-1.674,0.005
286.864,-30.1,103.6,-1.749,0.005
286.964,-30.8,104.1,-1.821,0.003
287.064,-31.7,104.7,-1.891,0.005
287.163,-32,105.2,-1.951,0.005
287.263,-32.6,105.5,-2.001,0.005
287.363,-32.9,105.8,-2.038,0.009
287.462,-33.2,105.9,-2.066,0.005
287.562,-33.2,106,-2.081,0.005
287.662,-33,106.2,-2.089,0.005
287.761,-32.9,106.3,-2.093,0.005
287.861,-32.5,106.4,-2.095,0.005
287.961,-32.1,106.4,-2.09,0.005
288.06,-31.5,106.4,-2.084,0.005
288.16,-30.7,106.5,-2.073,0.003
288.26,-30,106.7,-2.053,0.003
288.359,-29.1,106.8,-2.031,0.008
288.459,-27.9,106.9,-2.001,0.003
288.559,-26.8,107.1,-1.963,0.003
288.658,-25.8,107.2,-1.922,0.003
288.758,-24.4,107.4,-1.873,0.003
288.858,-22.9,107.6,-1.818,0.005
288.957,-21.4,107.8,-1.757,0.003
289.057,-19.9,107.8,-1.691,0.003
289.157,-18.2,107.9,-1.615,0.003
289.256,-16.3,108,-1.531,0.003
289.356,-14.6,108.1,-1.44,0.009
289.456,-12.7,108,-1.341,0.003
289.555,-10.7,107.9,-1.232,0.003
289.655,-8.8,107.4,-1.109,0.005
289.755,-6.6,106.8,-0.969,0.003
289.854,-4.5,107,-0.827,0.003
289.954,-2.5,107.2,-0.697,0.005
290.054,-1.2,106.3,-0.505,0.005
290.153,1.7,106.8,-0.309,0.005
290.253,3.8,106.8,-0.161,0.005
290.353,5.8,106.8,-0.014,0.008
290.452,7.9,106.9,0.139,0.005
290.552,9.8,106.9,0.291,0.005
290.652,11.7,107.1,0.442,0.005
290.751,13.8,107.5,0.586,0.003
290.851,15.6,108.2,0.722,0.002
290.951,17.5,108.7,0.856,0.002
291.05,19.2,109.2,0.977,0.002
291.15,21,109.7,1.095,0.002
291.25,22.5,110.2,1.203,0
291.35,24.1,110.6,1.307,0
291.449,25.4,111,1.398,-0.002
291.549,26.8,111.4,1.488,-0.003
291.649,27.8,111.7,1.563,-0.005
291.748,28.9,112,1.631,-0.005
291.848,29.9,112.2,1.694,-0.006
291.948,30.8,112.5,1.751,-0.008
292.047,31.5,112.7,1.797,-0.008
292.147,32,112.7,1.838,-0.009
292.247,32.5,112.9,1.873,-0.009
292.346,32.8,113,1.897,-0.009
292.446,33,113,1.917,-0.005
292.546,33.1,113,1.933,-0.009
292.645,33,112.9,1.94,-0.011
292.745,32.8,112.9,1.94,-0.011
292.845,32.5,112.9,1.942,-0.009
292.944,32.2,112.8,1.939,-0.009
293.044,31.6,112.6,1.931,-0.009
293.144,30.8,112.5,1.92,-0.009
293.243,30.1,112.3,1.907,-0.009
293.343,29.2,112.1,1.882,-0.011
293.443,28.2,111.8,1.858,-0.005
293.542,27.1,111.4,1.827,-0.009
293.642,25.9,111,1.784,-0.009
293.742,24.5,110.6,1.737,-0.009
293.841,23.1,110.1,1.685,-0.009
293.941,21.5,109.6,1.63,-0.009
294.041,19.9,109,1.566,-0.006
294.14,18.2,108.5,1.501,-0.008
294.24,16.5,107.9,1.43,-0.006
294.34,14.6,107.3,1.352,-0.006
294.439,12.6,106.7,1.269,0.002
294.539,10.8,105.9,1.177,-0.005
294.639,8.8,105.8,1.084,-0.003
294.738,6.7,105.3,0.979,-0.002
294.838,4.7,105,0.875,-0.002
294.938,2.5,104.2,0.761,0
295.037,0.5,103.8,0.648,0
295.137,-1.6,103.3,0.531,0.002
295.237,-3.7,102.8,0.41,0.003
295.337,-5.7,102.3,0.283,0.005
295.436,-7.8,102,0.151,0.009
295.536,-9,102.6,-0.026,0.005
295.636,-11.7,101.8,-0.228,0.006
295.735,-13.6,101.4,-0.372,0.005
295.835,-15.5,101.1,-0.517,0.006
295.935,-17.2,101.4,-0.673,0.006
296.034,-19,101.7,-0.83,0.006
296.134,-20.6,102.1,-0.986,0.006
296.234,-22.3,102.2,-1.128,0.006
296.333,-23.8,102.2,-1.257,0.006
296.433,-25.3,102.1,-1.372,0.008
296.533,-26.6,102,-1.475,0.006
296.632,-27.7,101.9,-1.57,0.006
296.732,-28.8,102.1,-1.656,0.006
296.832,-29.8,102.3,-1.735,0.006
296.931,-30.6,102.8,-1.81,0.006
297.031,-31.3,103.4,-1.881,0.006
297.131,-32,103.8,-1.945,0.006
297.23,-32.5,104.3,-1.998,0.006
297.33,-32.9,104.5,-2.038,0.006
297.43,-33,104.7,-2.067,0.006
297.529,-33.3,104.7,-2.089,0.008
297.629,-33.1,104.9,-2.101,0.005
297.729,-33,105,-2.102,0.006
297.828,-32.7,105,-2.104,0.006
297.928,-32.2,105.1,-2.102,0.006
298.028,-31.6,105.1,-2.098,0.005
298.127,-31.1,105.4,-2.087,0.005
298.227,-30.2,105.4,-2.069,0.005
298.327,-29.2,105.5,-2.049,0.005
298.426,-28.3,105.7,-2.021,0.005
298.526,-27.2,105.8,-1.985,0.006
298.626,-26.2,105.9,-1.945,0.006
298.725,-24.8,106.1,-1.897,0.005
298.825,-23.4,106.3,-1.847,0.005
298.925,-22,106.5,-1.786,0.003
299.024,-20.4,106.4,-1.722,0.003
299.124,-18.7,106.5,-1.647,0.005
299.224,-16.9,106.7,-1.567,0.005
299.323,-15.2,106.7,-1.48,0.005
299.423,-13.4,106.7,-1.381,0.005
299.523,-11.4,106.7,-1.274,0.009
299.623,-9.4,106.3,-1.159,0.005
299.722,-7.5,105.6,-1.024,0.005
299.822,-5.3,105.4,-0.876,0.005
299.922,-3.1,105.7,-0.743,0.005
300.021,-1.8,105.3,-0.59,0.006
300.121,1.1,105.3,-0.361,0.005
300.221,3.2,105.5,-0.209,0.006
300.32,5.2,105.4,-0.064,0.005
300.42,7.2,105.6,0.089,0.006
300.52,9.1,105.7,0.235,0.011
300.619,11.3,105.8,0.391,0.006
300.719,13.2,106.2,0.541,0.005
300.819,15.1,106.5,0.682,0.006
300.918,16.9,107.1,0.816,0.005
301.018,18.7,107.7,0.943,0.003
301.118,20.3,108.2,1.064,0.005
301.217,22,108.7,1.176,0.002
301.317,23.6,109.2,1.277,0.002
301.417,24.9,109.5,1.376,0
301.516,26.2,110.1,1.465,0.003
301.616,27.6,110.3,1.543,-0.003
301.716,28.6,110.7,1.615,-0.003
301.815,29.6,111,1.682,-0.006
301.915,30.5,111.2,1.734,-0.006
302.015,31.3,111.4,1.786,-0.008
302.114,31.8,111.5,1.83,-0.009
302.214,32.3,111.6,1.867,-0.008
302.314,32.7,111.7,1.896,-0.008
302.413,32.9,111.8,1.917,-0.009
302.513,33,111.9,1.934,-0.008
302.613,33,111.7,1.942,-0.008
302.712,32.8,111.7,1.948,-0.008
302.812,32.6,111.6,1.948,-0.009
302.912,32.2,111.6,1.945,-0.009
303.011,31.8,111.4,1.943,-0.011
303.111,31,111.3,1.936,-0.011
303.211,30.4,111.2,1.917,-0.011
303.31,29.5,110.9,1.899,-0.009
303.41,28.6,110.5,1.873,-0.008
303.51,27.5,110.4,1.842,-0.008
303.61,26.4,110,1.807,-0.008
303.709,25,109.6,1.763,-0.008
303.809,23.6,109,1.711,-0.008
303.909,22.1,108.7,1.656,-0.008
304.008,20.4,107.9,1.595,-0.006
304.108,18.8,107.5,1.531,-0.006
304.208,17,106.9,1.459,-0.005
304.307,15.1,106.3,1.382,-0.003
304.407,13.2,105.7,1.301,-0.002
304.507,11.3,105.1,1.216,-0.002
304.606,9.4,104.8,1.118,0.002
304.706,7.3,104.3,1.02,0
304.806,5.3,103.8,0.91,0.002
304.905,3.2,103.2,0.801,0.003
305.005,1.1,102.6,0.688,0.003
305.105,-1,102.1,0.573,0.003
305.204,-3,101.6,0.454,0.005
305.304,-5,100.9,0.327,0.006
305.404,-7.2,100.7,0.199,0.006
305.503,-8.6,101,0.052,0.006
305.603,-10.9,100.8,-0.176,0.011
305.703,-13,100.2,-0.327,0.008
305.802,-14.8,99.9,-0.469,0.008
305.902,-16.6,100,-0.621,0.008
306.002,-18.4,100.3,-0.777,0.008
306.101,-20.1,100.7,-0.94,0.008
306.201,-21.8,100.8,-1.089,0.006
306.301,-23.4,100.9,-1.22,0.008
306.4,-24.8,100.8,-1.336,0.008
306.5,-26.1,100.7,-1.446,0.008
306.6,-27.4,100.8,-1.546,0.011
306.699,-28.5,100.7,-1.635,0.008
306.799,-29.6,100.9,-1.717,0.008
306.899,-30.4,101.5,-1.794,0.006
306.998,-31.1,102.1,-1.871,0.006
307.098,-31.7,102.5,-1.937,0.008
307.198,-32.3,102.8,-1.994,0.006
307.297,-32.8,103.1,-2.041,0.006
307.397,-33.1,103.4,-2.073,0.006
307.497,-33.1,103.3,-2.095,0.006
307.596,-33.2,103.7,-2.11,0.009
307.696,-33.1,103.6,-2.116,0.006
307.796,-32.8,103.7,-2.116,0.005
307.896,-32.4,103.8,-2.113,0.006
307.995,-32,103.9,-2.113,0.006
308.095,-31.2,103.9,-2.104,0.006
308.195,-30.5,104,-2.086,0.006
308.294,-29.5,104.1,-2.066,0.006
308.394,-28.8,104.1,-2.043,0.006
308.494,-27.6,104.4,-2.009,0.006
308.593,-26.5,104.6,-1.971,0.006
308.693,-25.2,104.7,-1.927,0.006
308.793,-23.9,104.8,-1.875,0.006
308.892,-22.5,104.9,-1.818,0.006
308.992,-21,105.2,-1.754,0.005
309.092,-19.3,105.1,-1.683,0.006
309.191,-17.5,105.2,-1.605,0.006
309.291,-15.7,105.3,-1.52,0.005
309.391,-14,105.3,-1.427,0.006
309.49,-12,105.3,-1.323,0.006
309.59,-10.1,105.1,-1.209,0.006
309.69,-8.1,104.6,-1.078,0.008
309.789,-5.9,104.1,-0.937,0.006
309.889,-4,104.2,-0.794,0.006
309.989,-2,104.2,-0.657,0.006
310.088,0.2,103.7,-0.433,0.006
310.188,2.4,104,-0.268,0.005
310.288,4.4,104.1,-0.121,0.006
310.387,6.5,103.9,0.032,0.006
310.487,8.6,104.1,0.182,0.006
310.587,10.5,104.1,0.336,0.006
310.686,12.5,104.5,0.491,0.009
310.786,14.4,104.9,0.636,0.006
310.886,16.3,105.4,0.772,0.003
310.985,18.1,106,0.905,0.003
311.085,19.8,106.5,1.027,0.002
311.185,21.5,107,1.145,0.002
311.284,23,107.5,1.252,0
311.384,24.5,107.8,1.355,-0.002
311.484,25.9,108.4,1.445,-0.002
311.583,27.2,108.8,1.527,-0.003
311.683,28.3,109.2,1.601,0
311.783,29.3,109.4,1.668,-0.005
311.883,30.2,109.7,1.729,-0.006
311.982,30.9,109.9,1.781,-0.008
312.082,31.7,110,1.83,-0.008
312.182,32.2,110.1,1.868,-0.009
312.281,32.7,110.2,1.901,-0.009
312.381,32.9,110.3,1.923,-0.008
312.481,33,110.3,1.939,-0.009
312.58,33.1,110.3,1.953,-0.009
312.68,33,110.4,1.956,-0.003
312.78,32.7,110.2,1.957,-0.009
312.879,32.4,110.2,1.957,-0.009
312.979,31.9,110.1,1.953,-0.009
313.079,31.4,109.9,1.945,-0.009
313.178,30.6,109.8,1.931,-0.009
313.278,29.8,109.6,1.916,-0.009
313.378,28.9,109.3,1.893,-0.009
313.477,27.9,109,1.864,-0.011
313.577,26.8,108.6,1.83,-0.011
313.677,25.6,108.5,1.787,-0.006
313.776,24.1,107.8,1.74,-0.008
313.876,22.6,107.3,1.685,-0.008
313.976,21,106.9,1.625,-0.009
314.075,19.4,106.3,1.563,-0.006
314.175,17.6,105.8,1.494,-0.006
314.275,15.8,105.1,1.419,-0.006
314.374,13.9,104.4,1.336,-0.005
314.474,12,103.8,1.254,-0.002
314.574,10,103.3,1.159,-0.002
314.673,8.2,103.1,1.063,0
314.773,6,102.5,0.954,0
314.873,3.8,101.8,0.847,0
314.972,1.8,101.4,0.732,0
315.072,-0.2,100.8,0.619,0.002
315.172,-2.3,100.2,0.497,0.003
315.271,-4.4,99.8,0.376,0.005
315.371,-6.4,99.4,0.246,0.003
315.471,-8.1,99.3,0.109,0.005
315.57,-10.2,99.6,-0.115,0.005
315.67,-12.4,99,-0.277,0.005
315.77,-14.3,98.6,-0.424,0.009
315.87,-16,98.6,-0.567,0.006
315.969,-17.8,98.8,-0.726,0.006
316.069,-19.6,99.2,-0.89,0.005
316.169,-21.3,99.4,-1.046,0.006
316.268,-22.8,99.5,-1.18,0.006
316.368,-24.3,99.4,-1.303,0.005
316.468,-25.7,99.4,-1.419,0.006
316.567,-27,99.3,-1.52,0.006
316.667,-28.1,99.5,-1.612,0.006
316.767,-29.1,99.5,-1.699,0.011
